id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
22259300,https://www.airbnb.com/rooms/22259300,20231223055446,2023-12-23,city scrape,Rental unit in Den Haag · ★4.60 · 1 bedroom · 4 beds · 1 bath,,"The apartment is part of complex ‘Nautisch Centrum’ in the second harbour of Scheveningen. This part of the harbour offers many restaurants, a big supermarket and from here you can easily walk to two beaches nearby.",https://a0.muscache.com/pictures/4ce960e0-3d94-41fe-a662-7b8baf7e0b1f.jpg,405989,https://www.airbnb.com/users/show/405989,BizStay,2011-02-23,"The Hague, Netherlands","It all started with an idea and three apartments in the year 2010. Today BizStay has more than 120 serviced apartments in The Hague, all furnished for your convenience and to guarantee you a carefree and pleasant stay. However, if you need help before, during or after your stay, it is good to know that our service team is available to you seven days a week",within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_x_medium,,70,87,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Vissershaven,Wijk 07 Scheveningen,52.09701162888434,4.265279190196154,Entire rental unit,Entire home/apt,4,,1 bath,,4,[],"$80,000.00",1,1125,1,3,3,1125,2.8,140.4,,t,30,60,90,365,2023-12-23,5,1,0,2021-06-27,2023-07-17,4.6,4.8,3.8,5.0,4.8,4.2,4.4,Exempt,t,45,43,0,0,0.16
22259607,https://www.airbnb.com/rooms/22259607,20231223055446,2023-12-23,city scrape,Rental unit in Den Haag · 1 bedroom · 2 beds · 1 bath,,"The address of this apartment is: Hellingweg 50A, 2583 WG, The Hague, situated in the apartmentcomplex ‘Nautisch Centrum’ in the second harbour of Scheveningen. This part of the harbour offers many restaurants, a big supermarket and from here you can easily walk to two beaches nearby.",https://a0.muscache.com/pictures/19992b98-98d0-4909-9017-82d4f7ffeb66.jpg,405989,https://www.airbnb.com/users/show/405989,BizStay,2011-02-23,"The Hague, Netherlands","It all started with an idea and three apartments in the year 2010. Today BizStay has more than 120 serviced apartments in The Hague, all furnished for your convenience and to guarantee you a carefree and pleasant stay. However, if you need help before, during or after your stay, it is good to know that our service team is available to you seven days a week",within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_x_medium,,70,87,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Vissershaven,Wijk 07 Scheveningen,52.096,4.26276,Entire rental unit,Entire home/apt,4,,1 bath,,2,[],"$80,000.00",1,1125,1,3,3,1125,2.8,162.3,,t,30,60,90,365,2023-12-23,1,0,0,2022-09-10,2022-09-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Exempt,t,45,43,0,0,0.06
22259904,https://www.airbnb.com/rooms/22259904,20231223055446,2023-12-23,city scrape,Serviced apartment in Den Haag · ★4.33 · 2 bedrooms · 4 beds · 1 bath,,"The address of this apartment is: Hellingweg 54A, 2583 WH, The Hague, situated in the apartmentcomplex ‘Nautisch Centrum’ in the second harbour of Scheveningen. This part of the harbour offers many restaurants, a big supermarket and from here you can easily walk to two beaches nearby.",https://a0.muscache.com/pictures/5abd2221-ec5d-4c81-8380-e98a4f0c6924.jpg,405989,https://www.airbnb.com/users/show/405989,BizStay,2011-02-23,"The Hague, Netherlands","It all started with an idea and three apartments in the year 2010. Today BizStay has more than 120 serviced apartments in The Hague, all furnished for your convenience and to guarantee you a carefree and pleasant stay. However, if you need help before, during or after your stay, it is good to know that our service team is available to you seven days a week",within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_x_medium,,70,87,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Vissershaven,Wijk 07 Scheveningen,52.097578439784485,4.265961285711456,Room in serviced apartment,Hotel room,4,,1 bath,,4,[],"$80,000.00",1,1125,1,3,9,1125,2.8,152.8,,t,30,60,90,365,2023-12-23,3,1,0,2018-10-22,2023-07-27,4.33,4.67,4.67,5.0,5.0,4.33,4.33,Exempt,t,45,43,0,0,0.05
22262070,https://www.airbnb.com/rooms/22262070,20231223055446,2023-12-23,city scrape,Rental unit in Den Haag · 1 bedroom · 3 beds · 1 bath,,"The apartment is part of complex ‘Nautisch Centrum’ in the second harbour of Scheveningen. This part of the harbour offers many restaurants, a big supermarket and from here you can easily walk to two beaches nearby.",https://a0.muscache.com/pictures/b715c58e-ee2c-4323-befe-8f9e17bb5fdd.jpg,405989,https://www.airbnb.com/users/show/405989,BizStay,2011-02-23,"The Hague, Netherlands","It all started with an idea and three apartments in the year 2010. Today BizStay has more than 120 serviced apartments in The Hague, all furnished for your convenience and to guarantee you a carefree and pleasant stay. However, if you need help before, during or after your stay, it is good to know that our service team is available to you seven days a week",within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_x_medium,,70,87,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Vissershaven,Wijk 07 Scheveningen,52.09723157021552,4.265212030874033,Entire rental unit,Entire home/apt,4,,1 bath,,3,[],"$80,000.00",1,1125,1,3,3,1125,2.8,126.8,,t,30,60,90,365,2023-12-23,0,0,0,,,,,,,,,,Exempt,t,45,43,0,0,
22347070,https://www.airbnb.com/rooms/22347070,20231223055446,2023-12-23,previous scrape,Rental unit in Den Haag · ★4.83 · 3 bedrooms · 6 beds · 3 baths,,"The address of this apartment is Bezuidenhoutseweg 82. It is located within walking distance of the central station, as well as shopping street Theresiastraat, where you can find many shops, supermarkets, bars and restaurants.",https://a0.muscache.com/pictures/9b785404-99ac-43bc-aa82-e03d7a232655.jpg,405989,https://www.airbnb.com/users/show/405989,BizStay,2011-02-23,"The Hague, Netherlands","It all started with an idea and three apartments in the year 2010. Today BizStay has more than 120 serviced apartments in The Hague, all furnished for your convenience and to guarantee you a carefree and pleasant stay. However, if you need help before, during or after your stay, it is good to know that our service team is available to you seven days a week",within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_x_medium,,70,87,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Haagse Bos,Wijk 24 Haagse Bos,52.08758,4.33132,Entire rental unit,Entire home/apt,6,,3 baths,,6,[],"$80,000.00",1,1125,1,5,5,1125,4.0,297.1,,t,27,57,87,345,2023-12-23,18,6,1,2019-04-25,2023-12-09,4.83,5.0,4.89,4.83,4.89,4.83,4.5,Exempt,f,45,43,0,0,0.32
22347305,https://www.airbnb.com/rooms/22347305,20231223055446,2023-12-23,previous scrape,Rental unit in Den Haag · ★4.67 · 3 bedrooms · 6 beds · 3 baths,,"The address of this apartment is Bezuidenhoutseweg 82A. It is located within walking distance of the central station, as well as shopping street Theresiastraat, where you can find many shops, supermarkets, bars and restaurants.",https://a0.muscache.com/pictures/566e0c70-8779-416b-9bc5-6fa73ecfeefe.jpg,405989,https://www.airbnb.com/users/show/405989,BizStay,2011-02-23,"The Hague, Netherlands","It all started with an idea and three apartments in the year 2010. Today BizStay has more than 120 serviced apartments in The Hague, all furnished for your convenience and to guarantee you a carefree and pleasant stay. However, if you need help before, during or after your stay, it is good to know that our service team is available to you seven days a week",within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_x_medium,,70,87,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Haagse Bos,Wijk 24 Haagse Bos,52.08749,4.33181,Entire rental unit,Entire home/apt,6,,3 baths,,6,[],"$80,000.00",1,1125,1,5,5,1125,3.6,399.0,,t,30,60,90,365,2023-12-23,6,0,0,2020-09-02,2022-09-30,4.67,4.67,4.17,4.83,4.83,4.83,4.33,Exempt,t,45,43,0,0,0.15
22347489,https://www.airbnb.com/rooms/22347489,20231223055446,2023-12-23,previous scrape,Rental unit in Den Haag · ★4.60 · 3 bedrooms · 6 beds · 3 baths,,"The address of this apartment is Bezuidenhoutseweg 82C. It is located within walking distance of the central station, as well as shopping street Theresiastraat, where you can find many shops, supermarkets, bars and restaurants.",https://a0.muscache.com/pictures/c6a90300-aa7d-427d-bcf3-f3a442e24a33.jpg,405989,https://www.airbnb.com/users/show/405989,BizStay,2011-02-23,"The Hague, Netherlands","It all started with an idea and three apartments in the year 2010. Today BizStay has more than 120 serviced apartments in The Hague, all furnished for your convenience and to guarantee you a carefree and pleasant stay. However, if you need help before, during or after your stay, it is good to know that our service team is available to you seven days a week",within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_x_medium,,70,87,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Haagse Bos,Wijk 24 Haagse Bos,52.08725,4.33316,Entire rental unit,Entire home/apt,6,,3 baths,,6,[],"$80,000.00",1,1125,1,5,5,1125,4.2,248.5,,t,13,38,68,343,2023-12-23,5,1,0,2020-08-25,2023-04-08,4.6,4.6,5.0,4.8,4.4,4.8,4.8,Exempt,t,45,43,0,0,0.12
22347831,https://www.airbnb.com/rooms/22347831,20231223055446,2023-12-23,previous scrape,Rental unit in Den Haag · 1 bedroom · 2 beds · 1 bath,,"The address of this apartment is Bezuidenhoutseweg 82B. It is located within walking distance of the central station, as well as shopping street Theresiastraat, where you can find many shops, supermarkets, bars and restaurants.",https://a0.muscache.com/pictures/f7bddbae-19b4-4d39-b910-802f38a0839c.jpg,405989,https://www.airbnb.com/users/show/405989,BizStay,2011-02-23,"The Hague, Netherlands","It all started with an idea and three apartments in the year 2010. Today BizStay has more than 120 serviced apartments in The Hague, all furnished for your convenience and to guarantee you a carefree and pleasant stay. However, if you need help before, during or after your stay, it is good to know that our service team is available to you seven days a week",within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_x_medium,,70,87,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Haagse Bos,Wijk 24 Haagse Bos,52.08719,4.33106,Entire rental unit,Entire home/apt,2,,1 bath,,2,[],"$80,000.00",1,1125,1,5,5,1125,4.4,182.8,,t,30,60,90,365,2023-12-23,2,1,0,2022-07-18,2023-07-10,5.0,5.0,5.0,5.0,5.0,4.5,4.0,Exempt,t,45,43,0,0,0.11
22348281,https://www.airbnb.com/rooms/22348281,20231223055446,2023-12-23,previous scrape,Rental unit in Den Haag · 1 bedroom · 2 beds · 1.5 baths,,"The address of this apartment is Bezuidenhoutseweg 82D. It is located within walking distance of the central station, as well as shopping street Theresiastraat, where you can find many shops, supermarkets, bars and restaurants.",https://a0.muscache.com/pictures/a53a92f9-b2d3-43da-97a3-b73ae95c3830.jpg,405989,https://www.airbnb.com/users/show/405989,BizStay,2011-02-23,"The Hague, Netherlands","It all started with an idea and three apartments in the year 2010. Today BizStay has more than 120 serviced apartments in The Hague, all furnished for your convenience and to guarantee you a carefree and pleasant stay. However, if you need help before, during or after your stay, it is good to know that our service team is available to you seven days a week",within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_x_medium,,70,87,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Haagse Bos,Wijk 24 Haagse Bos,52.08726,4.33249,Entire rental unit,Entire home/apt,2,,1.5 baths,,2,[],"$80,000.00",1,1125,1,5,5,1125,4.1,268.9,,t,30,60,90,365,2023-12-23,0,0,0,,,,,,,,,,Exempt,t,45,43,0,0,
22348806,https://www.airbnb.com/rooms/22348806,20231223055446,2023-12-23,previous scrape,Rental unit in Den Haag · 2 bedrooms · 4 beds · 2 baths,,"The address of this apartment is Bezuidenhoutseweg 82E. It is located within walking distance of the central station, as well as shopping street Theresiastraat, where you can find many shops, supermarkets, bars and restaurants.",https://a0.muscache.com/pictures/5b86fbfa-7a94-43ff-928f-bb8388599cfc.jpg,405989,https://www.airbnb.com/users/show/405989,BizStay,2011-02-23,"The Hague, Netherlands","It all started with an idea and three apartments in the year 2010. Today BizStay has more than 120 serviced apartments in The Hague, all furnished for your convenience and to guarantee you a carefree and pleasant stay. However, if you need help before, during or after your stay, it is good to know that our service team is available to you seven days a week",within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_x_medium,,70,87,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Bezuidenhout-Midden,Wijk 26 Bezuidenhout,52.08558,4.33308,Entire rental unit,Entire home/apt,4,,2 baths,,4,[],"$80,000.00",1,1125,1,5,5,1125,4.4,197.1,,t,25,55,85,360,2023-12-23,0,0,0,,,,,,,,,,Exempt,t,45,43,0,0,
22351884,https://www.airbnb.com/rooms/22351884,20231223055446,2023-12-23,previous scrape,Rental unit in Den Haag · ★4.86 · 2 bedrooms · 4 beds · 2 baths,,"The address of this apartment is Bezuidenhoutseweg 86D. It is located within walking distance of the central station, as well as shopping street Theresiastraat, where you can find many shops, supermarkets, bars and restaurants.",https://a0.muscache.com/pictures/92766a69-26c7-4bac-93fa-eaa927f8fcad.jpg,405989,https://www.airbnb.com/users/show/405989,BizStay,2011-02-23,"The Hague, Netherlands","It all started with an idea and three apartments in the year 2010. Today BizStay has more than 120 serviced apartments in The Hague, all furnished for your convenience and to guarantee you a carefree and pleasant stay. However, if you need help before, during or after your stay, it is good to know that our service team is available to you seven days a week",within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_x_medium,,70,87,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Haagse Bos,Wijk 24 Haagse Bos,52.08692,4.33164,Entire rental unit,Entire home/apt,4,,2 baths,,4,[],"$80,000.00",1,1125,1,5,5,1125,4.5,176.9,,t,19,49,79,354,2023-12-23,7,3,0,2021-03-24,2023-10-08,4.86,4.57,4.43,4.71,4.57,5.0,4.57,Exempt,t,45,43,0,0,0.21
22352154,https://www.airbnb.com/rooms/22352154,20231223055446,2023-12-23,previous scrape,Rental unit in Den Haag · Studio · 2 beds · 1 bath,,"This apartment is very central; at walking distance from central station. You have the shopping street Theresiastraat around the corner where you can find many shops, supermarkets, restaurants and cafes.",https://a0.muscache.com/pictures/978608a7-9d7f-4689-94ed-e398ba1fa5f4.jpg,405989,https://www.airbnb.com/users/show/405989,BizStay,2011-02-23,"The Hague, Netherlands","It all started with an idea and three apartments in the year 2010. Today BizStay has more than 120 serviced apartments in The Hague, all furnished for your convenience and to guarantee you a carefree and pleasant stay. However, if you need help before, during or after your stay, it is good to know that our service team is available to you seven days a week",within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d93df41-ad9e-40dc-ad7c-abd45fbb7bdb.jpg?aki_policy=profile_x_medium,,70,87,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Bezuidenhout-Midden,Wijk 26 Bezuidenhout,52.08542,4.33129,Entire rental unit,Entire home/apt,2,,1 bath,,2,[],"$80,000.00",1,1125,1,5,5,1125,5.0,36.8,,t,30,60,90,365,2023-12-23,0,0,0,,,,,,,,,,Exempt,t,45,43,0,0,
22427885,https://www.airbnb.com/rooms/22427885,20231223055446,2023-12-23,previous scrape,Home in Den Haag · ★4.76 · 1 bedroom · 1 bed · 1 bath,,"Het oude vissershuis ligt centraal in Oud Scheveningen. Aan de ene kant bevindt zich de grot haven met vissersboten, aan de andere kant ligt het Nationaalpark Meijendel waar je van de rust en de unieke flora en fauna kan genieten. Slechts 1 minuut lopen van het huis is het strand te bereiken. Hier kan een wandeling gemaakt worden over de boulevard van Scheveningen. Er heerst een gezellige sfeer met veel recreatie mogelijkheden door de grote hoeveelheid aan strandtenten, winkels, attracties en culturele evenementen. Het centrum van Den haag is binnen slechts binnen 10 minuten te bereiken. Voor de sportieve Airbnb gast bestaat er ook de mogelijkheid om een surfboard te huren of een surfles te volgen.",https://a0.muscache.com/pictures/31773a6a-857b-488f-b0de-465458455bb0.jpg,164252168,https://www.airbnb.com/users/show/164252168,Sam,2017-12-26,"The Hague, Netherlands","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/84afe610-05d1-4e05-badd-bbe8dc6fd627.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/84afe610-05d1-4e05-badd-bbe8dc6fd627.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Scheveningen Badplaats,Wijk 07 Scheveningen,52.10754,4.27534,Entire home,Entire home/apt,2,,1 bath,,1,[],,10,100,10,10,100,100,10.0,100.0,,,0,0,0,0,2023-12-23,29,0,0,2018-04-02,2022-08-21,4.76,4.86,4.24,4.93,4.97,4.97,4.83,0518 8FAB 395A 88CC 6F4C,f,1,1,0,0,0.42
22434535,https://www.airbnb.com/rooms/22434535,20231223055446,2023-12-23,city scrape,Rental unit in Den Haag · ★4.86 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/afa8929d-02d7-450a-b4fc-94167a7e34da.jpg,96787718,https://www.airbnb.com/users/show/96787718,Yulixa,2016-09-26,Netherlands,"",a few days or more,0%,0%,f,https://a0.muscache.com/im/pictures/user/766099b6-9e40-4ad8-941a-707d9604aea1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/766099b6-9e40-4ad8-941a-707d9604aea1.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Valkenboskwartier,Wijk 20 Valkenboskwartier,52.06974,4.27643,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$65.00,30,1124,30,30,1124,1124,30.0,1124.0,,t,0,3,3,240,2023-12-23,57,0,0,2018-01-08,2021-10-02,4.86,4.89,4.91,4.95,4.93,4.7,4.72,0518 D7A6 3FF2 4BEF 1A25,f,2,2,0,0,0.79
